video_id,title,description,channel_title,channel_id,published_at,thumbnail_url,view_count,like_count,months_since_publish,estimated_views_per_month,tracked_views_growth_per_month
AiJAv005ZJI,Gaining experience in the Technology sector | DevSecOps SG,"The agenda for the AGM will be:
Apologies for Absence
Minutes of the AGM held 22 Oct 19
Matters arising from the minutes
Chairman’s Report
Treasurer’s Report
Election of Committee
Any other business
Following the AGM, Umar Khan will talk on work experience.

Synopsis
Why young people should undertake work experience as well as the benefits to technological firms for hiring work experience candidates.

Our events are for adults aged 16 years and over.

This event is brought to you by: DevSecOps specialist group",BCS Member Groups,UCVkozrz9LHYPgwIsbw_-3gQ,2020-12-16 00:00:00+00:00,https://i.ytimg.com/vi/AiJAv005ZJI/maxresdefault.jpg,65,2,65.21560574948666,1.0,
_4aTBjf89rg,No DevSecOps? Plan B: Risk-Driven Application Testing | BCS London Central & North Branches,"Speaker:
Richard Hollis - CEO of Risk Crew

Synopsis:
There are two key facts to understanding today’s threat landscape: First, 84% of all cyber-attacks occur at the application level. Second, the Open Web Application Security Project® (OWASP) list of the top 10 (application security vulnerabilities) has not changed by more than 30% in the last 15 years. Simply stated, year after year, breaches continue to rise because we neglect to incorporate security into the development of our applications.

Development, Security, & Operations (DevSecOps) is the practice of implementing best security practices early and throughout the application’s development life cycle. It should involve practices like segmenting developers, scanning repositories for security vulnerabilities, conducting continuous monitoring, static code analysis and secure code reviews. Unfortunately, very few organisations have the tools, expertise or resources to implement these best practices and the market rewards speed over security. At best, we subject these insecure applications to boilerplate security penetration tests that do not address design and deployment-specific vulnerabilities and attack surfaces.",BCS Member Groups,UCVkozrz9LHYPgwIsbw_-3gQ,2023-04-11 00:00:00+00:00,https://i.ytimg.com/vi/_4aTBjf89rg/maxresdefault.jpg,61,4,37.42094455852156,1.63,0.0
M2QImShE55c,DevOps & DevSecOps fundamentals | DevSecOps SG,"This talk aims to provide attendees with an understanding of what existed before DevOps, why it emerged as a methodology and the key foundational principles from a people, process and technology perspective.
It then goes on to describe how and why DevSecOps came to prominence, the myriad of benefits resulting from its adoption, common pitfalls and the ways software security testing might be positioned as part of a DevSecOps toolchain.",BCS Member Groups,UCVkozrz9LHYPgwIsbw_-3gQ,2024-01-02 00:00:00+00:00,https://i.ytimg.com/vi/M2QImShE55c/maxresdefault.jpg,56,1,28.681724845995895,1.95,0.0
BW6flUfZyHo,Panel 1: The DevOps Talent Crunch – Building & Retaining High-Performing Teams,"In this panel, industry leaders discuss one of today’s biggest challenges — finding, nurturing, and retaining top DevOps talent. From skill gaps to workplace culture and automation, explore what it takes to build resilient, high-performing engineering teams in a competitive tech landscape
===========================
Expert Moderator:
Namrata Dalmia, Head of Research & Production, Quantic India

Esteemed Panel Speakers:
Ashok Kumar Pandey, Director Engineering DevOps, Leapwork
Abhishek Dixit, Vice President & Head SRE, Axis Max Life Insurance Limited
Vipin Jain, CTO & CPO, CollegeDekho
Sushan Rungta, CTO, Absolute
Vikram Singla, AVP, Airtel Digital
Ashish Agrawal, Head of Architecture & DevOps, BCS Technology International Pty Ltd
Nitin Jain, CTO, ShareChat

⚡️Don't forget to subscribe to our channel for more insightful discussions. 

#quanticawards #quanticdevopsshow #insights #devops 

Our mission at Quantic Awards is to celebrate visionary leaders and empower them with the latest innovations, driving impactful change and inspiring the next generation of leadership excellence.",Quantic India,UCajVGGfT-8FE82ST0yXHghQ,2025-10-07 00:00:00+00:00,https://i.ytimg.com/vi/BW6flUfZyHo/maxresdefault.jpg,52,4,7.523613963039014,6.91,
NAuSUzwsEKY,Starting the DevSecOps journey - DevSecOps SG,"Everyone talks about DevSecOps being more than tools and processes, about the need for security culture. When it's your responsibility to make it happen, what do you actually do?
I love software-centric threat modelling because it's not a nebulous ""think like an attacker"", it's actually a practical structured approach. This talk is about bringing the same energy to the elusive security culture and of course the role that threat modelling has to play.",BCS Member Groups,UCVkozrz9LHYPgwIsbw_-3gQ,2022-06-21 00:00:00+00:00,https://i.ytimg.com/vi/NAuSUzwsEKY/maxresdefault.jpg,46,0,47.08008213552361,0.98,0.0
IeNrrXKal0w,Platform Engineering | DevSecOps SG,"Many organisations are increasingly employing some form of Platform Engineering.
• Should your organisation be doing this and if so, how could it help improve your application development processes?
• Platform Engineering has emerged as a hot new topic in the DevOps, DevSecOps and Cloud systems world.
• But, what is it?
• Is Platform Engineering part of DevOps?
• Is DevOps part of Platform Engineering?
• And what about IDPs?
• And, from the DevSecOps perspective, how is all of this kept secure?
Automation brings speed and power but, as the old maxim goes, power without responsibility is a danger. Andrew's presentation will give his personal view on all this and highlight the areas of opportunity and concern as well as emphasising the role of true observability in ensuring platform engineering plays well with security and accountability.
Please come along to understand this new discipline and if you already have some experience in this field, there will be an opportunity to share ideas.",BCS Member Groups,UCVkozrz9LHYPgwIsbw_-3gQ,2024-10-29 00:00:00+00:00,https://i.ytimg.com/vi/IeNrrXKal0w/maxresdefault.jpg,42,0,18.792607802874745,2.23,0.0
K8BfjJvkTBc,Will the real 'Shift Left' please stand up? Devsecops Specialist Group,"Synopsis
Join Nick Shamsfard, a Sales Engineer with Mend.io, as we dive into the work of Application Security and unravel the true meaning of the term 'Shifting Left'.
We'll discuss the challenges, both hypothetical and practical, that you can expect to encounter and what the realities of shifting left in any organisation look like. Mend.io is recognised as an Application Security Testing (AST) leader, providing a platform for open-source security and code security, to help organisations manage and trust their software assets.
Nick will share his experience and include a practical demonstration of how and why application security considerations can be handled as an integrated part of the development life cycle.
About the speaker
Nick Shamsfard
Nick has been in the IT industry for 10 years now, working with companies such as Coca-Cola European Partners, Unipart, Amey. His primary role is pre- and post-sales support in EMEA & APAC, helping both new and existing customers implement best practices to secure their SDLC using the Mend's tooling suite.",BCS Member Groups,UCVkozrz9LHYPgwIsbw_-3gQ,2024-03-04 00:00:00+00:00,https://i.ytimg.com/vi/K8BfjJvkTBc/maxresdefault.jpg,36,0,26.64476386036961,1.35,
Bur1euKu9xg,DevSecOps in the Age of Software Supply Chain Attacks - 24. April 2020,"Fighting Cabin Fever! Founded by K15t, kreuzwerker and Scandio to provide everyday Brain Jogging with Lightning Talks.


This Lightning Talk is presented by Adam Such from Sonatype. 
""Automate or Die - DevSecOps in the Age of Software Supply Chain Attacks.""
 

No Cabin Fever on Social Media
Twitter: https://twitter.com/No_Cabin_Fever
Instagram: https://www.instagram.com/no.cabin.fe...

No Cabin Fever Today",No Cabin Fever Today,UC2jfUMVF2bXnVSJT78qZzRg,2020-04-27 00:00:00+00:00,https://i.ytimg.com/vi/Bur1euKu9xg/maxresdefault.jpg,34,4,72.870636550308,0.47,
2t6beAamzto,"Threat Modelling in the Cloud: Tools, Frameworks and Live Demos | Devsecops specialist group","SPEAKER
Roy Harrow                                                                                           SYNOPSIS
This event will introduce the topic of Threat Modelling and show how it forms an essential part of the ""shift-left"" philosophy and practice of DevSecOps processes in support of modern applications development. In fact if could be said that Threat Modelling is key to any successful secure development life-cycle (SDLC). The cloud threat landscape and some common challenges will be reviewed to help explain the need for a structured approach to understanding the risks early when creating new cloud applications. An introduction to the well-established STRIDE framework for threat modelling will be used with some other techniques for helping to identify and assess potential risks for cloud applications. Reference will be made to useful resources to apply these processes. As many threat modelling techniques are based on the analysis of process flow diagrams, some common freely available tools will be demonstrated with examples covering a number of cloud deployments, such as IaaS, PaaS, SaaS and serverless scenarios. Best practices will be discussed with links to important online resources from organisations such as OWASP and the Cloud Security Alliance (CSA). This event will be useful for anyone creating new cloud applications and anyone working in DevOps, DevSecOps or other Information Security role supporting cloud implementations.

SPEAKER BIOGRAPHY
Roy Harrow is the Chair of the DevSecOps BCS Group and has worked in a wide range of roles in information technology and information security. His experience includes financial services, public sector work, security consulting and security architecture. Roy is currently working for Sainsbury's in a cloud security role as part of the information security team.",BCS Member Groups,UCVkozrz9LHYPgwIsbw_-3gQ,2025-06-04 00:00:00+00:00,https://i.ytimg.com/vi/2t6beAamzto/maxresdefault.jpg,29,0,11.630390143737166,2.49,0.0
_cqcTlWWheg,"Observability in DevSecOps, Wider Than Three Pillars | DevSecOps SG","Observability is often presented by vendors as being based on the three pillars of Logs, Metrics and Traces.

However, true Observability is about far more than that and how they are exploited. Observability is not just for production servers, it's now vital for the DevOps, DevSecOps and SDLC processes due to audit, compliance and supply chain integrity requirements.

The dark corners that true Observability illuminates are the 'Fourth Quadrant' problems - the unknown unknowns.

The goal is Actionable Intelligence, presenting the issue along with supporting context to help handle it.",BCS Member Groups,UCVkozrz9LHYPgwIsbw_-3gQ,2025-05-19 00:00:00+00:00,https://i.ytimg.com/vi/_cqcTlWWheg/maxresdefault.jpg,28,1,12.15605749486653,2.3,0.0
pe36YwI1gYk,Secure and Repeatable Deployments through Strong Secrets Management | Devsecops specialist group,"How to provide secure access to your databases and other services for your applications and your support teams.
Speaker
Nic Jackson, Developer Advocate, HashiCorp
Agenda
6:00pm - Refreshments and networking
6:30pm - Main presentation – Nic Jackson, Developer Advocate, HashiCorp
7:30pm - Questions and answers, Chaired by Roy Harrow, BCS DevSecOps SG
8:00pm - Light refreshments for those who are able to attend in person
8:45pm - Event ends
Synopsis
You will learn the following:
How to provide dynamic short-lived database credentials for your applications with Vault.
How to enable human access to databases and servers without the need for bastion server or public endpoints using Boundary Moving fast and staying agile are two core principles of modern application development.
To achieve these, you need to be in control of the entire lifecycle of your application, including any dependent infrastructure.
Using the tools Vault and Boundary created by HashiCorp, this talk teaches you two simple zero-trust principles regarding the security of your application's datastore.
Nic will explain and demonstrate the principles of strong secrets management and show how support staff can securely access and support systems.",BCS Member Groups,UCVkozrz9LHYPgwIsbw_-3gQ,2023-09-29 00:00:00+00:00,https://i.ytimg.com/vi/pe36YwI1gYk/maxresdefault.jpg,27,0,31.802874743326488,0.85,0.0
Ng4m_PLoBTM,Automating the software supply chain to reduce application security risks |  DevSecOps SG,"The phrase “software supply chain” is relatively new, coined around 2014 as a result of a growing awareness of the role of open-source components in the Software Development Life-Cycle (SDLC).
Sonatype was one of the first organisations to adopt the phrase, along with its natural extension, “software supply chain management.” Much in the same way as a car manufacturer needs to source, track and monitor the quality of components used in the manufacture of a motor vehicles, anyone in the software industry should understand the same. Organisations involved in software development need to understand how to enable their teams to develop at scale and speed, without compromising quality, security or governance.
DevSecOps experts from Sonatype will explain the challenges of the “software supply chain” and demonstrate how modern developer-friendly technology such as their open-source and licenced products can help reduce security risks and improve productivity.
By attending this event you will be able to see how DevSecOps tools and processes can support developers and so eliminate the friction and risks associated with performing manual checks. This talk is relevant to application developers, security professional and anyone learning, implementing or supporting DevOps/DevSecOps automation technologies.
Sonatype’s software supply chain management platform helps more than 2,000 organizations and 15 million software developers simultaneously accelerate innovation and improve application security. Sonatype’s machine learning engine (Nexus Intelligence) has analysed more than 100 million open source components which can be used to help developers make better decisions.
Sonatype have a range of open-source and free tools available that are ideal for learning as well as providing some useful foundational capabilities to development teams.",BCS Member Groups,UCVkozrz9LHYPgwIsbw_-3gQ,2022-11-25 00:00:00+00:00,https://i.ytimg.com/vi/Ng4m_PLoBTM/maxresdefault.jpg,27,0,41.921971252566735,0.64,0.0
DoXeJY3ofZs,Software supply chain integrity | BCS DevSecOps specialist group,"Please join us for a review of some of the challenges of managing software supply chains and how DevSecOps processes and technology play a crucial role in helping to address the requirements.
The SolarWinds hack clearly demonstrated the damaging impact supply chain compromise can generate and served dramatically to raise the profile and importance of supply chain integrity.
In this presentation Andrew will examine the threat points in the software creation pipeline processes, from code commit through to application deployment, highlighting the valuable contributions of Open Source initiatives and tools.",BCS Member Groups,UCVkozrz9LHYPgwIsbw_-3gQ,2021-12-23 00:00:00+00:00,https://i.ytimg.com/vi/DoXeJY3ofZs/maxresdefault.jpg,26,0,52.993839835728956,0.49,0.0
BeXoMObbC_c,The DevSecOps Journey: your fast track pass | DevSecOps SG,"SYNOPSIS
An interactive session bringing the entire DevSecOps journey together. The session will define the values of all Security tasks within the DevSecOps process and importantly highlight their value when combined effectively. The end goal of this session is to enable your teams to use the tools and processes you have with the most efficiency and impact.
Target audience: Anyone involved in an IT project who would like to understand how to ensure security controls are considered from the start to the end of the journey. The meeting will start with a short AGM for the BCS DevSecOps group.
Please contact Roy Harrow (via chairdevsecops@bcs.org) if you would like get involved.
For information on the BCS DevSecOps group and slides and recordings of previous events, please see our web page at: https://www.bcs.org/membership-and-registrations/member-communities/devsecops-specialist-group/
 SPEAKER BIOGRAPHY
Katie started her journey at IBM 7 years ago in the Cloud Security team where she designed secure cloud architectures for a range of clients.
She later took a focus on Application Security and works with her colleagues to ensure clients are empowered to secure applications in line with their requirements. Katie has been fortunate enough to speak at many events and leads the London Chapter of the Threat Modelling Connect Community.",BCS Member Groups,UCVkozrz9LHYPgwIsbw_-3gQ,2025-12-03 00:00:00+00:00,https://i.ytimg.com/vi/BeXoMObbC_c/maxresdefault.jpg,21,0,5.650924024640657,3.72,0.0
5O4FBmWO1t4,AGM + Establishing sustainable DevSecOps practices | DevSecOps,"DevSecOps is a key strategy in providing secure solution to your clients. Easily achieved in industries where there are a couple of big solutions. What if you have 8,000 different products sold internally and externally, covering everything from national infrastructure to mobile networks, SIEM offerings, and various integration services, a TV service! How can you meaningfully and sustainably achieve the ultimate shift left? Traditional DevSecOps, fixed around a single toolset, reporting on existing vulnerabilities only after coding is done isn't helping larger, more complex organisations. If such organisations can instead look at protecting against weaknesses from day one in our development life-cycles, we get real benefits from day one. Shift that focus to one that can flexibly incorporate different scanners according to the subject matter in hand, and we have something that can be widely adopted. Sam will present a case study on how her team has tackled this challenging problem.                                                                                                                                                                                      Sam Watkins did a BCS accredited Computer Science and Mathematics in Hull before joining BT in 1997 as a graduate. They have focused their career on helping organisations achieve more through the use of technology. Acting as Responsible Owner for Establishing Sustainable DevSecOps practices, Sam has been using automated delivery practices since 2004, making the move to DevOps and DevSecOps in 2014.",BCS Member Groups,UCVkozrz9LHYPgwIsbw_-3gQ,2024-12-18 00:00:00+00:00,https://i.ytimg.com/vi/5O4FBmWO1t4/maxresdefault.jpg,18,0,17.149897330595483,1.05,0.0
3NTetSrh0ZY,Automating Secure Infrastructure through code and ML Ops | DevSecOps SG,"Modern ML systems fail in different ways: inconsistent environments, leaky secrets, overly permissive data access, and problems such as ""it worked on my own PC, server or GPU"", but doesn't work when I deployed it to the production environment.

This talk shows how to automate Infrastructure as Code (IaC) and ML Ops using Terraform as the control plane, provisioning not only network and compute resources, but also ML foundational services such as artefact stores, model registries, feature stores, and secure service identities.

We'll build a DevSecOps workflow that shifts security left: including static IaC scanning (using tools such as TFLint, Trivy/Checkov), policy-as-code guardrails (with OPA/Rego via Conftest), and secrets management (using SOPS + Vault) enforced from pre-commit to CI/CD (using Jenkins).

This talk will look at patterns for encrypted remote state, signed and auditable plan/apply, least-privilege access to data and models, and drift detection. The aim is to ensure changes to platforms are reproducible, compliant, and ""production-safe"" as they scale.

Target audience:

Platform/Infrastructure engineers building cloud foundations and internal platform.
ML platform / ML Ops engineers automating training/serving environments and pipelines.
DevSecOps / Security engineers enforcing policy, compliance, and secure delivery.
Data engineers/analytics platform teams who manage governed storage and access.
Tech leads/architects standardising delivery across multiple teams/environments.",BCS Member Groups,UCVkozrz9LHYPgwIsbw_-3gQ,2026-03-12 00:00:00+00:00,https://i.ytimg.com/vi/3NTetSrh0ZY/maxresdefault.jpg,17,0,2.3983572895277208,7.09,
y5iCJjC0ghE,Modernising Greenpeace Technical Operations Delivery with Automation | DevSecOps SG,"Digital transformation, and digital agility in any organisation is a requirement. These capabilities rely on many interconnecting people, processes and systems.

In this talk Joe will explain how and why Greenpeace International Global IT department, has adopted Site Reliability Engineering (SRE) and DevSecOps practices to enable digital success.

This talk with explain why Greenpeace International's old operations department needed to change to support the organisation's growing digital transformation ambitions.

This will cover the following topics:
* How it started
* The Operations Team
* Physical data Centres
* IT on Ships
* Click Ops
* SRE Team
* Cloud and SAAS
* Code First
* Continues Integration (CI)
* Continues Delivery (CD)
* Automation that allows patching of infrastructure every 6 hours",BCS Member Groups,UCVkozrz9LHYPgwIsbw_-3gQ,2025-07-30 00:00:00+00:00,https://i.ytimg.com/vi/y5iCJjC0ghE/maxresdefault.jpg,16,0,9.790554414784394,1.63,0.0
LfQcf58mhUI,What is DevSecOps and Why it's Important to Adapt it Nowadays - Virtual Developers Conference 2020,"As nimble organizations deliver new innovations, adversaries are also upping their game; something we’ve seen in recent high profile and devastating cyber attacks. Bad actors have the intent and ability to exploit security vulnerabilities in the software supply chain - and in some cases plant vulnerabilities themselves. They have increased scale through automation and improved breach success through precision targeting. If we don’t fight back by doing the same - automating security directly in the DevOps pipeline - then we’ll always be at the hackers’ mercy. This session will provide new research on the above, and details on how to get started.

Key takeaways: 

● Real-world examples of how large and small companies are implementing DevSecOps practices in their own delivery pipelines, and increasing developer awareness to risks 
● Key insights from the 2019 DevSecOps community report - including the top investments for automated security
● A walkthrough of how security principles have been automated into a CICD pipeline and what standards for implementation are beginning to follow suite 
● Why DevSecOps is more than a buzzword, and why it’s vital to protecting your software supply chain 
● How automating security of policies makes it harder to ignore.


About: Ilkka Turunen
Global Director at Sonatype

In his day job Ilkka runs the Solutions Architecture team at Sonatype, helping customers all around the world understand and affect their software supply chains. 

Twitter: https://twitter.com/llkkaT",Mauritius Software Craftsmanship Community,UCeLiAZ5TlJla_uDj8_KndyA,2021-02-06 00:00:00+00:00,https://i.ytimg.com/vi/LfQcf58mhUI/maxresdefault.jpg,16,0,63.507186858316224,0.25,
